"sentence","tag"
"wonderful 5star experience very, close liverpool street station. moment approached doormen taken care nicest possible, elegant inobsequious way remember 5star anywhere. alex ? concierge, kelly receptionist kind room personally charming induction tech involved. work, wife managed lovely laterevening it. think best recommendation afford place return, returning soon nonwork related, threenight weekend city beyond.","Facilities"
"werent niggles really, booking.com asking it, add following 1 breakfast really nice pot coffee table, having served little quickly darling wife 2 think able proper english breakfast tea appropriate strength ones teapot breakfast nice, i.e. teabags pan pacific house english breakfast tea pot good idea, just one. know, asked didnt, just do. blend breakfast tea good 3 nice breakfastincluded bits menu case poached egg toast displayed little coldly basic, e.g. maybe little decoration like dried parsley sprinkled plate, etc.","Facilities"
"excellent round, fantastic staff, soon","Facilities"
"staff really did exceed expectations","Facilities"
"pool really cold heat come months","Facilities"
"location perfect, normally stay hotel road just new favourite, staff friendly, room decent size middle rate room, bed comfy told got pillows id buy home, enjoyed spa visted pool twice nice swim....the food straits kitchen good, morning breakfast too, nice selection breakfast rate choices additional cost.....already looking book november","Facilities"
"actual stay went wrong, gripe delayed emails leading stay","Facilities"
"comfortable enjoyable stay. friendly helpful staff.","Facilities"
"breakfast amazing staff notch","Facilities"
"fresh new hotel. good location.","Facilities"
"1. breakfast room despite paying room rate breakfast included 70! english breakfast fruit yoghurt 1 toast tea... joke 2. parking valet","Facilities"
"hotel superb staff exceptional service provided usually far east experience thats best compliment","Facilities"
"restaurant menu little limited children","Facilities"
"loved stay nights. staff amazing, rooms facilities real treat. adored food too. friend celebrating birthdays missed time covid, hotel real effort make special stay. amazing spend quality time vibrant london relax wellbeing centre. infinity pool must!","Facilities"
"enjoyed stay.","Facilities"
"amazing. stayed best friend pre birthday celebration soo accomodating make stay extra special. big thank callum sooo kind, funny helpful throughout. definitely booking staycation real soon","Facilities"
"service level recommend highly enough.","Facilities"
"absolutely amazing stay. didnt need nothing! amazing","Facilities"
"warm friendly welcome. staff. afternoon tea exceptional, room stunning breakfast absoloutely delicious.","Facilities"
"na","Facilities"
"really nice clean","Facilities"
"chocolate cake boyfriends birthday, 100 back!!!","Facilities"
"location size room","Facilities"
"5 delivery room service service charge","Facilities"
"wellbeing centre amazing gorgeous pool spa facilities. doormen polite friendly staff passed greeted warm friendly manner wanted help. duck spring rolls ginger lily bar best pieces food ive had. rooms exceptional standard, great amenities state art bathrooms beds. thank much!","Facilities"
"incredible hotel say thing wasnt 1010 room service meal, especially price. went parma ham pizza getting late good. great biscuits similar tea coffee room .","Facilities"
"rooms great food spot on.","Facilities"
"pillows hard uncomfortable night sleep. noisy neighbours corridor 530am shouting woke up. pool area severely lacking facilities. jacuzzi relax steamsauna changing rooms youre separated time.","Facilities"
"luxurious","Facilities"
"modern","Facilities"
"concierge sent restaurant appropriate. needed massage hotel spoiled result sent restaurant appropriate","Facilities"
"great location! staff went make stay comfortable possible. perfect special occasions, revisit im london","Facilities"
"clean, modern necessary amenities. staff appeared genuinely keen help, friendly, approachable professional. rate staff higher","Facilities"
"room little small standard paid nice","Facilities"
"amazing","Facilities"
"like","Facilities"
"absolutely amazing hotel, rooms, bars, decor outstanding staff world you!!! probably best service stay ever!!","Facilities"
"incredible wait come back!!","Facilities"
"staff stand exceptional","Facilities"
"parking facilities bad","Facilities"
"wellbeing floor decor","Facilities"
"charges added","Facilities"
"beautiful hotel, lovely staff excellent facilities","Facilities"
"spacious rooms friendly staff clean fresh feeling","Facilities"
"property modern clean staff deliver 5 star experience moment walk hotel. attention excellent.","Facilities"
"facilities, cleanliness location","Facilities"
"staff","Facilities"
"rooms quite small superior","Facilities"
"experience. views room awesome. pool sauna excellent staff enough. fault","Facilities"
"everything!!! staff truly amazing really stay special highly recommend stay definitely returning near future. huge thank","Facilities"
"absolutely","Facilities"
"fiancé birthday stayed weekend. decor neutral high standards.","Facilities"
"nice place nice area , clean ok stuff","Facilities"
"money pay night, expect nice warm water pool.. expect spa area bigger room cold, ventilation working struggled sleep cold. nice place pictures really didnt deserve money!!!!","Facilities"
"hotel exceptional service room amenities. felt welcome soon entered building, trouble. attentive service given lovely staff pan pacific. room beautiful, keeps oriental theme throughout. does feel like youre london exotic. room huge needed relaxing break. stayed deluxe room x2 double beds, huge super comfy! bathroom beautiful. shower fit 10 people. especially touching receiving door hand written note luxury chocolates wish happy birthday. loved free use wellbeing floor. pool huge views amazing, feel relaxed looking passes relax calm surroundings. definitely coming soon!","Facilities"
"staff fantastic hotel superb","Facilities"
"comfortable appointed room deluxe room excellent bathroom amenities. separate toilet underfloor heating bathroom welcome. multiple lighting options available touch button nice touch. staff friendly responsive.","Facilities"
"room service inroom dining underwhelming expectations hotel standard. vegetables meat cooked room service dinner. excessive pulp freshly squeezed juice breakfast. staff friendly helpful however, requests fulfilled despite told staff members requests bookedsorted.","Facilities"
"outstanding hotel aspect","Facilities"
"pool little cold","Facilities"
"staff, facilities, spa. lovely relaxed vibe middle london.","Facilities"
"didnt like","Facilities"
